GEO_ID,NAME,B25001_001E,B25001_001M
Geography,Geographic Area Name,Estimate!!Total,Margin of Error!!Total
1400000US06037127400,"Census Tract 1274, Los Angeles County, California",1931,36
1400000US06037127520,"Census Tract 1275.20, Los Angeles County, California",1531,26
1400000US06037127603,"Census Tract 1276.03, Los Angeles County, California",959,16
1400000US06037127604,"Census Tract 1276.04, Los Angeles County, California",1321,18
1400000US06037127605,"Census Tract 1276.05, Los Angeles County, California",1187,41
1400000US06037127606,"Census Tract 1276.06, Los Angeles County, California",1188,20
1400000US06037127711,"Census Tract 1277.11, Los Angeles County, California",1243,22
1400000US06037127712,"Census Tract 1277.12, Los Angeles County, California",1639,34
1400000US06037127803,"Census Tract 1278.03, Los Angeles County, California",1695,66
1400000US06037127804,"Census Tract 1278.04, Los Angeles County, California",1652,34
1400000US06037127805,"Census Tract 1278.05, Los Angeles County, California",1198,67
1400000US06037127806,"Census Tract 1278.06, Los Angeles County, California",1317,36
1400000US06037127910,"Census Tract 1279.10, Los Angeles County, California",1656,59
1400000US06037127920,"Census Tract 1279.20, Los Angeles County, California",1385,40
1400000US06037128101,"Census Tract 1281.01, Los Angeles County, California",1323,27
1400000US06037128102,"Census Tract 1281.02, Los Angeles County, California",1560,45
1400000US06037128210,"Census Tract 1282.10, Los Angeles County, California",1626,57
1400000US06037128220,"Census Tract 1282.20, Los Angeles County, California",1237,36
1400000US06037128302,"Census Tract 1283.02, Los Angeles County, California",1567,41
1400000US06037128303,"Census Tract 1283.03, Los Angeles County, California",1213,34
1400000US06037128400,"Census Tract 1284, Los Angeles County, California",1754,52
1400000US06037128500,"Census Tract 1285, Los Angeles County, California",2134,56
1400000US06037128601,"Census Tract 1286.01, Los Angeles County, California",1710,83
1400000US06037128602,"Census Tract 1286.02, Los Angeles County, California",1456,22
1400000US06037128702,"Census Tract 1287.02, Los Angeles County, California",2923,89
1400000US06037128801,"Census Tract 1288.01, Los Angeles County, California",1977,75
1400000US06037128802,"Census Tract 1288.02, Los Angeles County, California",2334,26
1400000US06037128910,"Census Tract 1289.10, Los Angeles County, California",1991,64
1400000US06037131010,"Census Tract 1310.10, Los Angeles County, California",2118,50
1400000US06037131020,"Census Tract 1310.20, Los Angeles County, California",1724,48
1400000US06037131100,"Census Tract 1311, Los Angeles County, California",1104,13
1400000US06037131200,"Census Tract 1312, Los Angeles County, California",1235,50
1400000US06037131300,"Census Tract 1313, Los Angeles County, California",1274,21
1400000US06037131400,"Census Tract 1314, Los Angeles County, California",2004,50
1400000US06037131600,"Census Tract 1316, Los Angeles County, California",1513,64
1400000US06037131701,"Census Tract 1317.01, Los Angeles County, California",1837,44
1400000US06037131702,"Census Tract 1317.02, Los Angeles County, California",1211,21
1400000US06037131800,"Census Tract 1318, Los Angeles County, California",1823,43
1400000US06037131900,"Census Tract 1319, Los Angeles County, California",1447,31
1400000US06037132001,"Census Tract 1320.01, Los Angeles County, California",1209,28
1400000US06037132002,"Census Tract 1320.02, Los Angeles County, California",1154,19
1400000US06037132101,"Census Tract 1321.01, Los Angeles County, California",1699,29
1400000US06037132102,"Census Tract 1321.02, Los Angeles County, California",2187,109
1400000US06037132300,"Census Tract 1323, Los Angeles County, California",2535,24
1400000US06037132501,"Census Tract 1325.01, Los Angeles County, California",1228,60
1400000US06037132502,"Census Tract 1325.02, Los Angeles County, California",1379,19
1400000US06037132700,"Census Tract 1327, Los Angeles County, California",1616,46
1400000US06037132900,"Census Tract 1329, Los Angeles County, California",1378,18
1400000US06037133000,"Census Tract 1330, Los Angeles County, California",1314,21
1400000US06037133100,"Census Tract 1331, Los Angeles County, California",2110,65
1400000US06037134001,"Census Tract 1340.01, Los Angeles County, California",1002,27
1400000US06037134002,"Census Tract 1340.02, Los Angeles County, California",1122,46
1400000US06037134101,"Census Tract 1341.01, Los Angeles County, California",1547,41
1400000US06037134103,"Census Tract 1341.03, Los Angeles County, California",1390,20
1400000US06037134104,"Census Tract 1341.04, Los Angeles County, California",1450,30
1400000US06037134201,"Census Tract 1342.01, Los Angeles County, California",1317,20
1400000US06037134302,"Census Tract 1343.02, Los Angeles County, California",1298,23
1400000US06037134303,"Census Tract 1343.03, Los Angeles County, California",1847,53
1400000US06037134304,"Census Tract 1343.04, Los Angeles County, California",941,38
1400000US06037134305,"Census Tract 1343.05, Los Angeles County, California",1150,16
1400000US06037134306,"Census Tract 1343.06, Los Angeles County, California",1324,22
1400000US06037134421,"Census Tract 1344.21, Los Angeles County, California",1420,20
1400000US06037134422,"Census Tract 1344.22, Los Angeles County, California",1686,28
1400000US06037134423,"Census Tract 1344.23, Los Angeles County, California",1297,28
1400000US06037134424,"Census Tract 1344.24, Los Angeles County, California",978,27
1400000US06037134520,"Census Tract 1345.20, Los Angeles County, California",2008,53
1400000US06037134521,"Census Tract 1345.21, Los Angeles County, California",801,14
1400000US06037134522,"Census Tract 1345.22, Los Angeles County, California",1415,17
1400000US06037134710,"Census Tract 1347.10, Los Angeles County, California",1676,20
1400000US06037134720,"Census Tract 1347.20, Los Angeles County, California",1709,34
1400000US06037134800,"Census Tract 1348, Los Angeles County, California",1970,33
1400000US06037134901,"Census Tract 1349.01, Los Angeles County, California",1177,51
1400000US06037134903,"Census Tract 1349.03, Los Angeles County, California",2985,76
1400000US06037134904,"Census Tract 1349.04, Los Angeles County, California",1487,51
1400000US06037134905,"Census Tract 1349.05, Los Angeles County, California",2688,39
1400000US06037135102,"Census Tract 1351.02, Los Angeles County, California",1280,19
1400000US06037135111,"Census Tract 1351.11, Los Angeles County, California",1206,25
1400000US06037135113,"Census Tract 1351.13, Los Angeles County, California",1536,29
1400000US06037135114,"Census Tract 1351.14, Los Angeles County, California",2898,31
1400000US06037135201,"Census Tract 1352.01, Los Angeles County, California",967,15
1400000US06037135202,"Census Tract 1352.02, Los Angeles County, California",1551,24
1400000US06037135203,"Census Tract 1352.03, Los Angeles County, California",2545,21
1400000US06037137000,"Census Tract 1370, Los Angeles County, California",1777,39
1400000US06037137103,"Census Tract 1371.03, Los Angeles County, California",2580,29
1400000US06037137104,"Census Tract 1371.04, Los Angeles County, California",1100,23
1400000US06037137201,"Census Tract 1372.01, Los Angeles County, California",2359,78
1400000US06037137301,"Census Tract 1373.01, Los Angeles County, California",818,40
1400000US06037137302,"Census Tract 1373.02, Los Angeles County, California",1602,52
1400000US06037137401,"Census Tract 1374.01, Los Angeles County, California",1756,24
1400000US06037137402,"Census Tract 1374.02, Los Angeles County, California",2259,28
1400000US06037137501,"Census Tract 1375.01, Los Angeles County, California",2156,48
1400000US06037137502,"Census Tract 1375.02, Los Angeles County, California",2034,43
1400000US06037137504,"Census Tract 1375.04, Los Angeles County, California",735,13
1400000US06037138000,"Census Tract 1380, Los Angeles County, California",1904,68
1400000US06037139001,"Census Tract 1390.01, Los Angeles County, California",2235,27
1400000US06037139200,"Census Tract 1392, Los Angeles County, California",2422,89
1400000US06037139301,"Census Tract 1393.01, Los Angeles County, California",1741,63
1400000US06037139302,"Census Tract 1393.02, Los Angeles County, California",2146,34
1400000US06037139303,"Census Tract 1393.03, Los Angeles County, California",2100,38
1400000US06037139401,"Census Tract 1394.01, Los Angeles County, California",1376,26
1400000US06037139402,"Census Tract 1394.02, Los Angeles County, California",1004,19
1400000US06037139502,"Census Tract 1395.02, Los Angeles County, California",1219,56
1400000US06037139503,"Census Tract 1395.03, Los Angeles County, California",2795,24
1400000US06037139504,"Census Tract 1395.04, Los Angeles County, California",1930,26
1400000US06037139600,"Census Tract 1396, Los Angeles County, California",2391,24
1400000US06037139701,"Census Tract 1397.01, Los Angeles County, California",2180,72
1400000US06037139702,"Census Tract 1397.02, Los Angeles County, California",2319,63
1400000US06037139703,"Census Tract 1397.03, Los Angeles County, California",1036,36
1400000US06037139801,"Census Tract 1398.01, Los Angeles County, California",1345,21
1400000US06037139802,"Census Tract 1398.02, Los Angeles County, California",1435,22
1400000US06037141101,"Census Tract 1411.01, Los Angeles County, California",2545,52
1400000US06037141102,"Census Tract 1411.02, Los Angeles County, California",1496,21
1400000US06037141201,"Census Tract 1412.01, Los Angeles County, California",2143,54
1400000US06037141202,"Census Tract 1412.02, Los Angeles County, California",1539,40
1400000US06037141302,"Census Tract 1413.02, Los Angeles County, California",3171,110
1400000US06037141303,"Census Tract 1413.03, Los Angeles County, California",1837,26
1400000US06037141304,"Census Tract 1413.04, Los Angeles County, California",1575,41
1400000US06037141400,"Census Tract 1414, Los Angeles County, California",2132,45
1400000US06037141500,"Census Tract 1415, Los Angeles County, California",1145,69
1400000US06037141600,"Census Tract 1416, Los Angeles County, California",1772,42
1400000US06037141700,"Census Tract 1417, Los Angeles County, California",1389,25
1400000US06037143100,"Census Tract 1431, Los Angeles County, California",2432,25
1400000US06037143200,"Census Tract 1432, Los Angeles County, California",2272,29
1400000US06037143300,"Census Tract 1433, Los Angeles County, California",3412,38
1400000US06037143400,"Census Tract 1434, Los Angeles County, California",3215,104
1400000US06037143500,"Census Tract 1435, Los Angeles County, California",2498,67
1400000US06037143602,"Census Tract 1436.02, Los Angeles County, California",2328,24
1400000US06037143603,"Census Tract 1436.03, Los Angeles County, California",1478,27
1400000US06037143604,"Census Tract 1436.04, Los Angeles County, California",2279,87
1400000US06037143700,"Census Tract 1437, Los Angeles County, California",2063,78
1400000US06037143800,"Census Tract 1438, Los Angeles County, California",2530,101
1400000US06037143901,"Census Tract 1439.01, Los Angeles County, California",1777,22
1400000US06037143902,"Census Tract 1439.02, Los Angeles County, California",1417,57
1400000US06037181000,"Census Tract 1810, Los Angeles County, California",2287,100
1400000US06037181300,"Census Tract 1813, Los Angeles County, California",1452,20
1400000US06037181400,"Census Tract 1814, Los Angeles County, California",1759,70
1400000US06037181500,"Census Tract 1815, Los Angeles County, California",1459,26
1400000US06037181600,"Census Tract 1816, Los Angeles County, California",1058,70
1400000US06037183101,"Census Tract 1831.01, Los Angeles County, California",1424,21
1400000US06037183103,"Census Tract 1831.03, Los Angeles County, California",1522,21
1400000US06037183104,"Census Tract 1831.04, Los Angeles County, California",821,15
1400000US06037183220,"Census Tract 1832.20, Los Angeles County, California",1259,30
1400000US06037183221,"Census Tract 1832.21, Los Angeles County, California",1107,39
1400000US06037183222,"Census Tract 1832.22, Los Angeles County, California",1394,51
1400000US06037183300,"Census Tract 1833, Los Angeles County, California",1086,29
1400000US06037183401,"Census Tract 1834.01, Los Angeles County, California",870,35
1400000US06037183402,"Census Tract 1834.02, Los Angeles County, California",1019,46
1400000US06037183510,"Census Tract 1835.10, Los Angeles County, California",798,42
1400000US06037183520,"Census Tract 1835.20, Los Angeles County, California",1203,22
1400000US06037183610,"Census Tract 1836.10, Los Angeles County, California",1071,22
1400000US06037183620,"Census Tract 1836.20, Los Angeles County, California",1062,37
1400000US06037183701,"Census Tract 1837.01, Los Angeles County, California",1415,44
1400000US06037183702,"Census Tract 1837.02, Los Angeles County, California",1133,56
1400000US06037183810,"Census Tract 1838.10, Los Angeles County, California",1426,34
1400000US06037183820,"Census Tract 1838.20, Los Angeles County, California",1155,20
1400000US06037185100,"Census Tract 1851, Los Angeles County, California",2436,25
1400000US06037185202,"Census Tract 1852.02, Los Angeles County, California",1442,31
1400000US06037185203,"Census Tract 1852.03, Los Angeles County, California",1063,28
1400000US06037185204,"Census Tract 1852.04, Los Angeles County, California",758,29
1400000US06037185310,"Census Tract 1853.10, Los Angeles County, California",908,24
1400000US06037185320,"Census Tract 1853.20, Los Angeles County, California",937,36
1400000US06037186100,"Census Tract 1861, Los Angeles County, California",1900,49
1400000US06037186201,"Census Tract 1862.01, Los Angeles County, California",1302,53
1400000US06037186202,"Census Tract 1862.02, Los Angeles County, California",772,23
1400000US06037186203,"Census Tract 1862.03, Los Angeles County, California",1156,16
1400000US06037186301,"Census Tract 1863.01, Los Angeles County, California",961,40
1400000US06037186302,"Census Tract 1863.02, Los Angeles County, California",1990,27
1400000US06037186401,"Census Tract 1864.01, Los Angeles County, California",1054,30
1400000US06037186403,"Census Tract 1864.03, Los Angeles County, California",869,32
1400000US06037186404,"Census Tract 1864.04, Los Angeles County, California",812,19
1400000US06037187101,"Census Tract 1871.01, Los Angeles County, California",1340,31
1400000US06037187102,"Census Tract 1871.02, Los Angeles County, California",1379,53
1400000US06037187200,"Census Tract 1872, Los Angeles County, California",994,32
1400000US06037187300,"Census Tract 1873, Los Angeles County, California",1626,68
1400000US06037188100,"Census Tract 1881, Los Angeles County, California",1841,20
1400000US06037188201,"Census Tract 1882.01, Los Angeles County, California",2062,25
1400000US06037188202,"Census Tract 1882.02, Los Angeles County, California",1298,16
1400000US06037188300,"Census Tract 1883, Los Angeles County, California",1534,19
1400000US06037189101,"Census Tract 1891.01, Los Angeles County, California",1524,24
1400000US06037189102,"Census Tract 1891.02, Los Angeles County, California",2059,52
1400000US06037189201,"Census Tract 1892.01, Los Angeles County, California",2098,43
1400000US06037189202,"Census Tract 1892.02, Los Angeles County, California",1366,48
1400000US06037189300,"Census Tract 1893, Los Angeles County, California",1423,19
1400000US06037189400,"Census Tract 1894, Los Angeles County, California",2050,62
1400000US06037189500,"Census Tract 1895, Los Angeles County, California",3017,86
1400000US06037189600,"Census Tract 1896, Los Angeles County, California",2286,73
1400000US06037189701,"Census Tract 1897.01, Los Angeles County, California",2680,31
1400000US06037189702,"Census Tract 1897.02, Los Angeles County, California",1599,71
1400000US06037189800,"Census Tract 1898, Los Angeles County, California",2798,27
1400000US06037189902,"Census Tract 1899.02, Los Angeles County, California",3283,82
1400000US06037189903,"Census Tract 1899.03, Los Angeles County, California",1652,31
1400000US06037189904,"Census Tract 1899.04, Los Angeles County, California",1701,61
1400000US06037189905,"Census Tract 1899.05, Los Angeles County, California",1588,23
1400000US06037190100,"Census Tract 1901, Los Angeles County, California",3075,114
1400000US06037190201,"Census Tract 1902.01, Los Angeles County, California",1640,72
1400000US06037190202,"Census Tract 1902.02, Los Angeles County, California",2745,37
1400000US06037190301,"Census Tract 1903.01, Los Angeles County, California",3154,35
1400000US06037190401,"Census Tract 1904.01, Los Angeles County, California",1890,37
1400000US06037190402,"Census Tract 1904.02, Los Angeles County, California",1438,23
1400000US06037190510,"Census Tract 1905.10, Los Angeles County, California",1996,38
1400000US06037190520,"Census Tract 1905.20, Los Angeles County, California",1709,43
1400000US06037190700,"Census Tract 1907, Los Angeles County, California",2136,101
1400000US06037190801,"Census Tract 1908.01, Los Angeles County, California",1438,69
1400000US06037190802,"Census Tract 1908.02, Los Angeles County, California",1546,35
1400000US06037190901,"Census Tract 1909.01, Los Angeles County, California",1597,53
1400000US06037190902,"Census Tract 1909.02, Los Angeles County, California",1739,59
1400000US06037191000,"Census Tract 1910, Los Angeles County, California",3608,197
1400000US06037191110,"Census Tract 1911.10, Los Angeles County, California",1215,26
1400000US06037191120,"Census Tract 1911.20, Los Angeles County, California",1685,48
1400000US06037191201,"Census Tract 1912.01, Los Angeles County, California",1841,26
1400000US06037191203,"Census Tract 1912.03, Los Angeles County, California",1293,34
1400000US06037191204,"Census Tract 1912.04, Los Angeles County, California",893,30
1400000US06037191301,"Census Tract 1913.01, Los Angeles County, California",981,41
1400000US06037191302,"Census Tract 1913.02, Los Angeles County, California",1002,54
1400000US06037191410,"Census Tract 1914.10, Los Angeles County, California",1838,40
1400000US06037191420,"Census Tract 1914.20, Los Angeles County, California",1237,36
1400000US06037191500,"Census Tract 1915, Los Angeles County, California",1907,35
1400000US06037191610,"Census Tract 1916.10, Los Angeles County, California",1598,51
1400000US06037191620,"Census Tract 1916.20, Los Angeles County, California",1238,55
1400000US06037191710,"Census Tract 1917.10, Los Angeles County, California",1372,49
1400000US06037191720,"Census Tract 1917.20, Los Angeles County, California",1372,60
1400000US06037191810,"Census Tract 1918.10, Los Angeles County, California",1407,78
1400000US06037191820,"Census Tract 1918.20, Los Angeles County, California",1641,53
1400000US06037191901,"Census Tract 1919.01, Los Angeles County, California",1912,83
1400000US06037191902,"Census Tract 1919.02, Los Angeles County, California",1628,26
1400000US06037192001,"Census Tract 1920.01, Los Angeles County, California",1338,89
1400000US06037192002,"Census Tract 1920.02, Los Angeles County, California",1448,67
1400000US06037192300,"Census Tract 1923, Los Angeles County, California",1730,51
1400000US06037192410,"Census Tract 1924.10, Los Angeles County, California",1918,54
1400000US06037192420,"Census Tract 1924.20, Los Angeles County, California",1522,70
1400000US06037192510,"Census Tract 1925.10, Los Angeles County, California",1320,19
1400000US06037192520,"Census Tract 1925.20, Los Angeles County, California",1713,43
1400000US06037192610,"Census Tract 1926.10, Los Angeles County, California",1610,52
1400000US06037192620,"Census Tract 1926.20, Los Angeles County, California",1355,44
1400000US06037192700,"Census Tract 1927, Los Angeles County, California",1223,36
1400000US06037194101,"Census Tract 1941.01, Los Angeles County, California",1972,21
1400000US06037194102,"Census Tract 1941.02, Los Angeles County, California",1762,56
1400000US06037194200,"Census Tract 1942, Los Angeles County, California",1945,90
1400000US06037194300,"Census Tract 1943, Los Angeles County, California",1671,91
1400000US06037194401,"Census Tract 1944.01, Los Angeles County, California",1414,57
1400000US06037194402,"Census Tract 1944.02, Los Angeles County, California",2202,102
1400000US06037194500,"Census Tract 1945, Los Angeles County, California",1114,50
1400000US06037195100,"Census Tract 1951, Los Angeles County, California",2226,111
1400000US06037195201,"Census Tract 1952.01, Los Angeles County, California",1695,47
1400000US06037195202,"Census Tract 1952.02, Los Angeles County, California",1577,19
1400000US06037195300,"Census Tract 1953, Los Angeles County, California",1608,58
1400000US06037195400,"Census Tract 1954, Los Angeles County, California",2486,25
1400000US06037195500,"Census Tract 1955, Los Angeles County, California",2489,106
1400000US06037195600,"Census Tract 1956, Los Angeles County, California",1311,43
1400000US06037195710,"Census Tract 1957.10, Los Angeles County, California",1432,30
1400000US06037195720,"Census Tract 1957.20, Los Angeles County, California",996,32
1400000US06037195802,"Census Tract 1958.02, Los Angeles County, California",1037,35
1400000US06037195803,"Census Tract 1958.03, Los Angeles County, California",1291,41
1400000US06037195804,"Census Tract 1958.04, Los Angeles County, California",1169,54
1400000US06037195901,"Census Tract 1959.01, Los Angeles County, California",1193,47
1400000US06037195902,"Census Tract 1959.02, Los Angeles County, California",1100,34
1400000US06037195903,"Census Tract 1959.03, Los Angeles County, California",1017,30
1400000US06037197200,"Census Tract 1972, Los Angeles County, California",1244,22
1400000US06037197300,"Census Tract 1973, Los Angeles County, California",1860,49
1400000US06037197410,"Census Tract 1974.10, Los Angeles County, California",1775,80
1400000US06037197420,"Census Tract 1974.20, Los Angeles County, California",1449,43
1400000US06037197500,"Census Tract 1975, Los Angeles County, California",1614,89
1400000US06037197600,"Census Tract 1976, Los Angeles County, California",988,55
1400000US06037197700,"Census Tract 1977, Los Angeles County, California",2132,31
1400000US06037199000,"Census Tract 1990, Los Angeles County, California",1763,67
1400000US06037199110,"Census Tract 1991.10, Los Angeles County, California",776,37
1400000US06037199120,"Census Tract 1991.20, Los Angeles County, California",1157,39
1400000US06037199201,"Census Tract 1992.01, Los Angeles County, California",1196,66
1400000US06037199202,"Census Tract 1992.02, Los Angeles County, California",944,34
1400000US06037199300,"Census Tract 1993, Los Angeles County, California",1333,60
1400000US06037199400,"Census Tract 1994, Los Angeles County, California",1421,34
1400000US06037199700,"Census Tract 1997, Los Angeles County, California",1188,51
1400000US06037199800,"Census Tract 1998, Los Angeles County, California",1655,22
1400000US06037199900,"Census Tract 1999, Los Angeles County, California",848,32
1400000US06037201110,"Census Tract 2011.10, Los Angeles County, California",779,42
1400000US06037201120,"Census Tract 2011.20, Los Angeles County, California",1412,45
1400000US06037201200,"Census Tract 2012, Los Angeles County, California",785,19
1400000US06037201301,"Census Tract 2013.01, Los Angeles County, California",1136,19
1400000US06037201302,"Census Tract 2013.02, Los Angeles County, California",1985,36
1400000US06037201401,"Census Tract 2014.01, Los Angeles County, California",1459,31
1400000US06037201402,"Census Tract 2014.02, Los Angeles County, California",1469,27
1400000US06037201501,"Census Tract 2015.01, Los Angeles County, California",1643,50
1400000US06037201503,"Census Tract 2015.03, Los Angeles County, California",984,35
1400000US06037201504,"Census Tract 2015.04, Los Angeles County, California",665,33
1400000US06037201601,"Census Tract 2016.01, Los Angeles County, California",724,27
1400000US06037201602,"Census Tract 2016.02, Los Angeles County, California",878,19
1400000US06037201700,"Census Tract 2017, Los Angeles County, California",1516,26
1400000US06037203100,"Census Tract 2031, Los Angeles County, California",1298,31
1400000US06037203200,"Census Tract 2032, Los Angeles County, California",1361,36
1400000US06037203300,"Census Tract 2033, Los Angeles County, California",473,44
1400000US06037203500,"Census Tract 2035, Los Angeles County, California",1045,37
1400000US06037203600,"Census Tract 2036, Los Angeles County, California",1490,53
1400000US06037203710,"Census Tract 2037.10, Los Angeles County, California",861,40
1400000US06037203720,"Census Tract 2037.20, Los Angeles County, California",1120,40
1400000US06037203800,"Census Tract 2038, Los Angeles County, California",1184,69
1400000US06037203900,"Census Tract 2039, Los Angeles County, California",751,27
1400000US06037204110,"Census Tract 2041.10, Los Angeles County, California",870,42
1400000US06037204120,"Census Tract 2041.20, Los Angeles County, California",753,14
1400000US06037204200,"Census Tract 2042, Los Angeles County, California",1020,39
1400000US06037204300,"Census Tract 2043, Los Angeles County, California",1388,35
1400000US06037204410,"Census Tract 2044.10, Los Angeles County, California",663,36
1400000US06037204420,"Census Tract 2044.20, Los Angeles County, California",1019,27
1400000US06037204600,"Census Tract 2046, Los Angeles County, California",1245,38
1400000US06037204700,"Census Tract 2047, Los Angeles County, California",1304,62
1400000US06037204810,"Census Tract 2048.10, Los Angeles County, California",1259,58
1400000US06037204820,"Census Tract 2048.20, Los Angeles County, California",569,25
1400000US06037204910,"Census Tract 2049.10, Los Angeles County, California",970,15
1400000US06037204920,"Census Tract 2049.20, Los Angeles County, California",713,15
1400000US06037205110,"Census Tract 2051.10, Los Angeles County, California",890,28
1400000US06037205120,"Census Tract 2051.20, Los Angeles County, California",1000,17
1400000US06037206010,"Census Tract 2060.10, Los Angeles County, California",1286,18
1400000US06037206020,"Census Tract 2060.20, Los Angeles County, California",313,45
1400000US06037206031,"Census Tract 2060.31, Los Angeles County, California",2976,100
1400000US06037206032,"Census Tract 2060.32, Los Angeles County, California",1807,62
1400000US06037206050,"Census Tract 2060.50, Los Angeles County, California",848,33
1400000US06037206200,"Census Tract 2062, Los Angeles County, California",2570,97
1400000US06037206300,"Census Tract 2063, Los Angeles County, California",2965,93
1400000US06037207101,"Census Tract 2071.01, Los Angeles County, California",1871,45
1400000US06037207102,"Census Tract 2071.02, Los Angeles County, California",1355,59
1400000US06037207103,"Census Tract 2071.03, Los Angeles County, California",987,21
1400000US06037207301,"Census Tract 2073.01, Los Angeles County, California",4150,115
1400000US06037207302,"Census Tract 2073.02, Los Angeles County, California",3867,127
1400000US06037207400,"Census Tract 2074, Los Angeles County, California",434,23
1400000US06037207501,"Census Tract 2075.01, Los Angeles County, California",1631,59
1400000US06037207502,"Census Tract 2075.02, Los Angeles County, California",2423,53
1400000US06037207710,"Census Tract 2077.10, Los Angeles County, California",4051,169
1400000US06037207900,"Census Tract 2079, Los Angeles County, California",4902,159
1400000US06037208000,"Census Tract 2080, Los Angeles County, California",2655,48
1400000US06037208301,"Census Tract 2083.01, Los Angeles County, California",566,14
1400000US06037208302,"Census Tract 2083.02, Los Angeles County, California",1742,40
1400000US06037208401,"Census Tract 2084.01, Los Angeles County, California",1515,54
1400000US06037208402,"Census Tract 2084.02, Los Angeles County, California",867,42
1400000US06037208501,"Census Tract 2085.01, Los Angeles County, California",925,35
1400000US06037208502,"Census Tract 2085.02, Los Angeles County, California",1408,24
1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",1620,19
1400000US06037208620,"Census Tract 2086.20, Los Angeles County, California",1850,57
1400000US06037208710,"Census Tract 2087.10, Los Angeles County, California",2137,26
1400000US06037208720,"Census Tract 2087.20, Los Angeles County, California",1687,23
1400000US06037208801,"Census Tract 2088.01, Los Angeles County, California",1408,47
1400000US06037208802,"Census Tract 2088.02, Los Angeles County, California",1537,54
1400000US06037208902,"Census Tract 2089.02, Los Angeles County, California",751,30
1400000US06037208903,"Census Tract 2089.03, Los Angeles County, California",1261,65
1400000US06037208904,"Census Tract 2089.04, Los Angeles County, California",1408,39
1400000US06037209102,"Census Tract 2091.02, Los Angeles County, California",2221,47
1400000US06037209103,"Census Tract 2091.03, Los Angeles County, California",1150,20
1400000US06037209104,"Census Tract 2091.04, Los Angeles County, California",984,29
1400000US06037209200,"Census Tract 2092, Los Angeles County, California",2585,60
1400000US06037209300,"Census Tract 2093, Los Angeles County, California",2269,55
1400000US06037209401,"Census Tract 2094.01, Los Angeles County, California",1677,22
1400000US06037209402,"Census Tract 2094.02, Los Angeles County, California",1317,20
1400000US06037209403,"Census Tract 2094.03, Los Angeles County, California",1445,33
1400000US06037209510,"Census Tract 2095.10, Los Angeles County, California",1092,36
1400000US06037209520,"Census Tract 2095.20, Los Angeles County, California",1027,38
1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",793,28
1400000US06037209820,"Census Tract 2098.20, Los Angeles County, California",876,38
1400000US06037210010,"Census Tract 2100.10, Los Angeles County, California",1270,58
1400000US06037211000,"Census Tract 2110, Los Angeles County, California",2284,74
1400000US06037211120,"Census Tract 2111.20, Los Angeles County, California",2906,140
1400000US06037211121,"Census Tract 2111.21, Los Angeles County, California",1064,38
1400000US06037211122,"Census Tract 2111.22, Los Angeles County, California",1393,45
1400000US06037211201,"Census Tract 2112.01, Los Angeles County, California",971,31
1400000US06037211202,"Census Tract 2112.02, Los Angeles County, California",1049,46
1400000US06037211310,"Census Tract 2113.10, Los Angeles County, California",1368,58
1400000US06037211320,"Census Tract 2113.20, Los Angeles County, California",1381,17
1400000US06037211410,"Census Tract 2114.10, Los Angeles County, California",1255,58
1400000US06037211420,"Census Tract 2114.20, Los Angeles County, California",1455,36
1400000US06037211500,"Census Tract 2115, Los Angeles County, California",1919,55
1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",1281,34
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",2236,71
1400000US06037211704,"Census Tract 2117.04, Los Angeles County, California",1834,50
1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",2482,67
1400000US06037211803,"Census Tract 2118.03, Los Angeles County, California",1781,37
1400000US06037211804,"Census Tract 2118.04, Los Angeles County, California",1493,43
1400000US06037211910,"Census Tract 2119.10, Los Angeles County, California",1971,55
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",1158,35
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",1518,24
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",1526,46
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",1460,62
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",1291,74
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",1733,56
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",1387,32
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",1687,77
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",919,23
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",1139,38
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",1285,40
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",1864,26
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",1365,20
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",1035,32
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",1464,60
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",1962,31
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",1909,54
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",856,45
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",1597,39
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",1532,50
